Type_L,Type_M,Process temperature [K],Temperature difference,Rotational speed [rpm],Torque [Nm],Power [W],Tool wear [min]
0,1,0.6717792786347774,1.300185978693449,-0.5806278739329642,1.0146205175038456,1.1679276367078866,0.9506827635595997
1,0,-1.084285695049237,-0.6004330647991509,-1.0219989751879928,1.26544261133004,1.1122718231254238,1.2654692601626285
1,0,0.13145159442430845,-2.2009543645823935,-0.20071350829572432,-0.3799503241697961,-0.5456481364151066,0.9192041138992968
1,0,0.6717792786347774,-0.9005308085085094,-0.46888835462789363,0.6032722836288863,0.6814844084601605,-1.23708338783145
1,0,1.279647923371531,-0.6004330647991509,-0.32362697953130193,0.2922528872844049,0.3487567911241444,-0.875078916737967
0,1,0.5366973575821697,-0.6004330647991509,1.3580527860100098,-1.3531400482154314,-1.249866845083868,-1.599087858924933
0,0,2.360303291792469,-0.7004656460356031,0.03952645821017736,0.14175963098868816,0.39477320871031696,-0.7806429677570584
0,1,-0.07117128715462219,1.300185978693449,-0.12249584478217493,-0.6006737667368477,-0.8230568510966854,1.6904310305767172
0,0,0.06391063389802384,-0.00023757738043557702,-0.6309106576202459,0.2721871197783098,0.08956934246662071,-0.6862070187761498
0,1,-1.1518266555755217,1.100120816220543,-0.6029757777939783,0.3725159573087876,0.25073442834245463,-0.9695148657188757
1,0,-0.8816628134703064,1.0000882349840905,-0.334800931461809,0.5731736323697433,0.7461993825517571,-0.2297665987017581
1,0,1.819975607582,-0.8004982272720572,0.8663989010676995,-1.2728769781910492,-1.3455963418276056,-1.0639508146997843
0,1,2.1576804102135383,-0.7004656460356031,-1.055520830979514,0.72366688866546,0.366893829416193,-1.662045158245539
0,1,-1.084285695049237,1.0000882349840905,0.4529626796389384,-0.42008185918198787,-0.19407222438343283,1.6904310305767172
0,1,-0.5439580108387682,-0.40036790232624636,-0.8152808644736124,0.773831307430699,0.6340641953405477,-1.2528227126616016
1,0,-0.6790399318913758,-0.40036790232624636,0.41385384788216373,-0.7812656742917075,-0.7877186382015484,1.1080760118611142
0,1,-0.34133512925983744,-0.8004982272720572,-0.5079971863846683,0.242088468519166,0.13905781433883552,0.5886782924661166
1,0,-1.3544495371544523,1.4002185599299013,2.453100075199701,-1.7745211658434383,-1.5550052008693371,1.5802557567656572
0,1,0.19899255495063148,1.300185978693449,-0.5135841623499219,-0.008733625307028592,-0.2196213030920461,-0.46585647115402967
1,0,0.9419431207399928,1.4002185599299013,0.5311803431524877,-0.8113643255508513,-0.7694880135406045,-1.6935238079058417
1,0,-1.557072418733383,-0.3003353210897941,-0.5806278739329642,0.5631407486166954,0.5350685343223385,1.2025119608420227
0,0,1.6173527260030693,1.2001533974569951,-0.8041069125431053,0.7838641911837462,0.6570864420889678,-0.2769845731922124
0,1,0.40161543652956216,-1.4006937146907725,0.469723607534699,-0.5705751154777046,-0.4221422053830303,-1.551869884434479
1,0,-1.1518266555755217,-0.6004330647991509,0.2071357371677832,-0.33981878915760516,-0.22489021566089207,-1.5833485340947817
1,0,-0.13871224768090681,1.0000882349840905,0.6932026461448401,-1.1825810244136192,-1.2818546659725274,-0.6389890442856955
1,0,-1.1518266555755217,-0.2003027398533401,-0.19512653233047078,-0.19935841661493633,-0.2767932158506241,-1.378737311302813
1,0,0.806861199687385,0.8000230725111861,-0.3794967391838372,0.6534367023941252,0.8257010029289249,0.8877254642389939
1,0,0.19899255495063148,-0.6004330647991509,-0.5191711383151754,0.4527790273331696,0.4283426392333188,0.4312850441646022
0,1,0.806861199687385,-1.8008240396365833,-0.440953474801626,0.39258172481488274,0.4035516101127636,-0.07237335040024373
1,0,-0.5439580108387682,-0.9005308085085094,1.3636397619752634,-1.2728769781910492,-1.1074751848085758,0.16371652205202783
1,0,0.4691563970558468,-0.8004982272720572,-0.40743161901010483,0.36248307355573967,0.3862662077776687,-0.8121216174173613
0,1,-0.5439580108387682,0.9000556537476383,1.3636397619752634,-1.1725481406605713,-0.9327400754428191,0.35258842001384505
0,1,-0.6114989713650527,-0.8004982272720572,-1.0834557108057816,1.6868237289580466,1.6091873660526148,-1.5361305596043273
0,1,0.13145159442430845,-0.3003353210897941,-0.8543896962303871,0.8239957261959379,0.6692526700454503,1.8478242788782315
1,0,-0.6114989713650527,0.8000230725111861,-0.8488027202651335,1.2353439600708964,1.2312949670873807,0.8247681649183882
1,0,0.5366973575821697,-0.9005308085085094,0.46413663156944546,-0.21942418412103218,0.1308690070604339,-1.6935238079058417
0,0,-0.34133512925983744,-1.2006285522178661,0.7155505500058542,-0.9518246980935201,-0.8950434860515031,-1.23708338783145
1,0,-2.5701868266279977,0.4999253288018275,-0.4521274267321331,0.061496560964306175,-0.07659325550826074,-0.07237335040024373
0,1,-0.20625320820722984,0.9000556537476383,-0.32921395549655547,-0.1893255328618884,-0.3516623109674391,0.7775501904279338
0,1,-0.40887608978616047,-0.40036790232624636,-0.6476715855160066,0.2922528872844049,0.1049081483286785,0.2581524710329364
0,0,-1.2193676161018447,-0.40036790232624636,0.0898092418974591,-0.31975302165151004,-0.26973680363586433,-1.12690811402039
1,0,-0.13871224768090681,1.0000882349840905,0.3356361843686143,-0.6408053017490386,-0.612506238354422,0.3683277448439965
1,0,0.33407447600323914,1.4002185599299013,1.1178128195041082,-1.2628440944380015,-1.2081554004669126,-0.5602924201349383
1,0,1.1445660023189232,1.4002185599299013,0.03393948224492384,0.35245018980269177,0.7086806072613431,0.8247681649183882
1,0,0.4691563970558468,-1.2006285522178661,-0.74823715289057,0.884193028714224,0.8416294029150276,-0.46585647115402967
0,1,1.819975607582,-1.100595970981414,-0.9773031674659647,0.9343574474794629,0.7123772688327357,0.9349434387294483
0,1,1.819975607582,-0.9005308085085094,3.5481473643893926,-2.246066702236684,-2.1280345376196603,-1.1111687891902386
1,0,1.2121069628452463,1.100120816220543,-0.6644325134117671,0.7036011211593641,0.662870079686742,0.17945584688217925
1,0,0.33407447600323914,1.100120816220543,-0.9326073597439364,0.6333709348880294,0.347652471971172,1.029379387710357
1,0,0.7393202391611005,0.39989274756537524,-1.2007822060761058,1.2253110763178492,0.8954134891195691,-0.3556811973429696
1,0,-0.40887608978616047,-0.5004004835626986,-1.066694782910021,1.2855083788361352,1.0974571009291842,-1.2056047381711472
1,0,1.6173527260030693,-1.2006285522178661,1.3524658100447564,-1.1324166056483802,-0.8684649572850331,0.2581524710329364
1,0,2.427844252318792,-0.8004982272720572,-0.17836560443471022,0.31231865479050075,0.4876108866551674,-1.4889125851138731
1,0,-1.084285695049237,1.2001533974569951,0.7714203096583895,-1.3631729319684793,-1.5389925731512288,0.6044176172962681
0,0,1.819975607582,-1.2006285522178661,-0.7705850567515842,1.0045876337507977,0.9872591515541221,0.3368490951836936
0,1,-0.8141218529439834,0.5999579100382797,-0.4633013786626401,0.12169386348259302,0.0010647134016560562,0.6673749166168738
1,0,-0.20625320820722984,-1.100595970981414,2.559252618539518,-1.9350473058922029,-1.8266302779531418,-1.6148271837550845
1,0,-1.084285695049237,1.0000882349840905,0.24065759295930436,-0.2796214866393183,-0.11034050013216462,-0.6232497194555441
1,0,0.5366973575821697,0.299860166328923,1.0563560838863193,-1.373205815721527,-1.4239749257780212,0.2738917958630879
0,1,0.6042383181084544,-0.10027015861688783,-1.0052380472922322,1.3457056813544221,1.2342897308920533,1.139554661521417
1,0,-1.1518266555755217,0.8000230725111861,0.028352506279670307,0.08156232847040132,0.2958617754241151,-1.1111687891902386
0,1,-0.6790399318913758,-0.5004004835626986,0.9055077328244742,-1.1424494894014279,-1.1101517549590016,-0.15106997455100094
0,0,1.0770250417926388,1.100120816220543,-0.35156185935756956,0.17185828224783192,0.15415329564176344,-0.16680929938115235
1,0,-0.5439580108387682,0.8000230725111861,0.8552249491371924,-1.0220548843648545,-0.9363899438297635,0.4627636938249051
0,1,1.7524346470557153,-0.40036790232624636,-0.8208678404388658,0.2922528872844049,-0.025429587632807223,-0.21402727387160667
0,1,-0.07117128715462219,-0.6004330647991509,-1.0946296627362888,2.3790927079183444,2.506222070557844,0.2581524710329364
1,0,1.1445660023189232,-0.7004656460356031,1.0172472521295446,-1.3130085132032405,-1.3408234370139092,0.06928057307111919
1,0,0.6717792786347774,-1.4006937146907725,0.3970929199864031,-0.6909697205142775,-0.6551816225710069,0.8405074897485396
1,0,-0.20625320820722984,-0.8004982272720572,-0.8041069125431053,2.108204846586054,2.4617217521477865,0.7775501904279338
1,0,-1.557072418733383,-0.40036790232624636,-0.6979543692032882,0.8741601449611768,0.8708096327368058,0.8090288400882367
0,1,-0.40887608978616047,0.699990491274732,-0.9158464318481758,0.8340286099489851,0.6307699551554075,0.7775501904279338
0,1,-1.0167447345229141,1.100120816220543,-0.2342353640872455,-0.359884556663701,-0.5375997086900486,-0.8121216174173613
1,0,1.9550575286346077,-0.9005308085085094,0.27976642471607904,-0.2796214866393183,-0.08481949733422076,1.5015591326149
1,0,0.6042383181084544,1.100120816220543,3.045319527516575,-2.246066702236684,-2.283275606344376,1.0608580373706598
1,0,-0.8141218529439834,0.299860166328923,-1.1560863983540774,1.9175800552781461,1.8370608156775308,0.1164985475615735
0,0,0.06391063389802384,0.09979500385601668,0.97813842037277,-1.1324166056483802,-1.056919828330946,-0.8278609422475127
0,0,0.2665335154769161,1.100120816220543,-0.8152808644736124,0.49291056234536057,0.25181067158475934,0.856246814578691
1,0,1.5498117654767847,1.600283722402806,2.006141997979419,-1.603962142041626,-1.4136336320150118,-0.7491643180967555
1,0,0.13145159442430845,-1.5007262959272247,-1.161673374319331,2.1282706140921497,2.105204479838404,-0.9537755408887242
1,0,0.5366973575821697,-0.40036790232624636,-0.8208678404388658,1.26544261133004,1.2978535926462293,-1.3315193368123588
1,0,-0.8816628134703064,-0.5004004835626986,-0.13925677267793551,0.19192404975392707,0.33912675376474416,1.3913838588038399
1,0,-0.6790399318913758,1.100120816220543,-0.06103910916438613,-0.24952283538017525,-0.2622873286717412,-0.8436002670776641
1,0,-0.13871224768090681,-0.5004004835626986,-0.49682323445416127,1.506231821403187,1.9378907695261012,0.4312850441646022
1,0,-1.48953145820706,0.699990491274732,0.2518315448898114,0.23205558476611807,0.6886624829544852,0.4312850441646022
1,0,-1.48953145820706,0.9000556537476383,0.10098319382796617,-0.1893255328618884,-0.06415562708197989,0.4312850441646022
0,1,0.19899255495063148,1.5002511411663537,0.1903748092720226,0.18189116600087915,0.5659801119686941,-0.261245248362061
1,0,0.806861199687385,-0.6004330647991509,1.581531824620151,-1.383238699474575,-1.1995548131653688,1.5172984574450514
0,1,0.40161543652956216,0.09979500385601668,0.4585496556041919,-0.8013314417978034,-0.7942509667504901,1.2025119608420227
1,0,0.8744021602137081,1.300185978693449,0.9166816847549812,-0.961857581846568,-0.8041243286690203,-0.3556811973429696
1,0,0.4691563970558468,-2.0008892021094877,2.4475130992344476,-2.0052774921635375,-2.002825334673677,-1.3629979864726616
0,1,1.6848936865293924,-0.5004004835626986,0.3523971122643749,-0.6307724179959907,-0.5869290837351401,0.4312850441646022
1,0,-0.0036303266282991724,-0.6004330647991509,-0.5638669460372037,1.385837216366613,1.7040933027500673,-0.07237335040024373
0,1,1.1445660023189232,-1.0005633897449617,1.369226737940517,-1.4936004207581002,-1.489447949457676,1.0923366870309625
0,1,-0.7465808924176988,0.8000230725111861,-0.6811934413075277,-0.07896381157836264,-0.4341399778754997,-0.6704676939459984
0,1,-1.6921543397859906,-0.3003353210897941,-0.74823715289057,0.6935682374063162,0.5800087086662071,0.08501989790127064
0,0,2.0901394496872534,-0.9005308085085094,-0.7314762249948095,-0.018766509060076517,-0.38592428062027123,0.38406706967414794
1,0,-0.2737941687335145,-1.0005633897449617,-0.6476715855160066,0.9142916799733678,0.9695526105589953,-0.5288137704746354
1,0,0.33407447600323914,-0.9005308085085094,0.6038110307007837,-0.6709039530081824,-0.5028698071927363,-0.3556811973429696
1,0,-1.084285695049237,-0.8004982272720572,-0.16719165250420315,-0.05889804407226751,-0.05112840453165401,-1.6935238079058417
1,0,0.6717792786347774,-1.600758877163677,-1.4242612446862468,2.8105067092993985,2.6789918661767853,0.10075922273142207
1,0,0.5366973575821697,-0.00023757738043557702,1.1289867714346153,-1.2929427456971445,-1.2539752866784035,-1.0796901395299356
0,1,0.2665335154769161,-0.40036790232624636,-0.1169088688169214,-0.40001609167589197,-0.5221860337328749,-0.7649036429269069
1,0,-0.9492037739965911,0.19982758509246895,-0.345974883392316,0.4026146085679307,0.49116716867321625,0.2581524710329364
0,1,-1.0167447345229141,1.100120816220543,0.34122316033386785,0.21198981726002292,0.7236263503740376,1.2969479098229313
1,0,-1.3544495371544523,-0.5004004835626986,0.47531058349995253,-1.0220548843648545,-1.1349895772640048,0.8247681649183882
1,0,1.819975607582,-1.2006285522178661,1.4586183533845734,-1.5738634907824827,-1.5912137669952073,0.7932895152580853
0,1,0.6042383181084544,-0.7004656460356031,0.20154876120252965,0.011332142199067259,0.3117714581364383,0.494242343485208
0,1,-0.13871224768090681,-0.7004656460356031,-0.3683227872533301,0.23205558476611807,0.22850766572965017,0.21093449654248214
1,0,0.40161543652956216,-1.600758877163677,-0.4297795228711189,0.36248307355573967,0.3691679781803665,-1.6935238079058417
0,1,-0.7465808924176988,-0.7004656460356031,0.8161161173804177,-1.2227125594258101,-1.2871048612675937,0.8405074897485396
0,1,0.7393202391611005,-1.2006285522178661,-1.1225645425625563,1.3356727976013743,1.1112704489782368,-0.7019463436063013
1,0,-0.5439580108387682,-0.6004330647991509,-0.334800931461809,0.44274614358012165,0.557763228779623,1.6746917057465658
1,0,1.6173527260030693,-1.3006611334543203,-0.15043072460844256,-0.07896381157836264,-0.06918121509169599,1.2025119608420227
1,0,-0.13871224768090681,1.2001533974569951,0.5479412710482484,-0.5404764642185608,-0.32694615094199986,1.5645164319355058
1,0,1.414729844424177,1.2001533974569951,-0.6476715855160066,0.021365025952115185,-0.2716366069244533,-0.7019463436063013
0,1,0.8744021602137081,0.5999579100382797,-0.29010512373978076,-0.018766509060076517,-0.07778180239323973,-0.9065575663982699
1,0,-1.0167447345229141,1.300185978693449,3.592843172111421,-2.3564284235202098,-2.3494598864276406,0.30537044552339077
1,0,-0.47641705031244513,0.9000556537476383,-0.7258892490295559,0.31231865479050075,0.07365965975429753,0.9192041138992968
1,0,0.2665335154769161,1.4002185599299013,0.9725514444075165,-1.2026467919197146,-1.177243822820558,0.13223787239172494
1,0,-0.47641705031244513,-0.3003353210897941,0.10657016979321969,-0.5204106967124656,-0.5642905410991935,0.1164985475615735
1,0,1.0770250417926388,1.4002185599299013,1.274248146531207,-1.3631729319684793,-1.306140328701044,-1.378737311302813
0,1,0.4691563970558468,-0.8004982272720572,-0.6867804172727812,1.325639913848327,1.5048292060966642,-0.6075103946253926
1,0,2.0225984891609308,-0.7004656460356031,-0.4577144026973866,0.4126474923209786,0.4191992509921782,-1.0639508146997843
1,0,0.806861199687385,-1.100595970981414,-0.7705850567515842,0.9744889824916546,0.9460717906029841,0.16371652205202783
0,0,1.6173527260030693,-1.2006285522178661,-0.5750408979677106,0.5631407486166954,0.5395419627555688,-1.551869884434479
0,1,0.13145159442430845,-0.00023757738043557702,-0.5638669460372037,1.1550808900465144,1.379956914078706,-1.5833485340947817
0,0,1.414729844424177,1.5002511411663537,-1.0331729271185,0.6935682374063162,0.3455935718554589,0.47850301865505657
0,1,0.8744021602137081,-0.9005308085085094,-0.9158464318481758,0.7036011211593641,0.45558563121895035,-0.15106997455100094
1,0,0.8744021602137081,1.4002185599299013,1.4697923053150803,-1.563830607029435,-1.5687904730077213,0.6831142414470253
0,0,1.2121069628452463,1.4002185599299013,5.347153625201028,-2.657414936111643,-2.5755551950435325,-1.6148271837550845
1,0,0.7393202391611005,-2.0008892021094877,1.7603150555082638,-1.7444225145842949,-1.7714985480364973,-1.3944766361329644
0,1,0.8744021602137081,0.39989274756537524,0.35798408822962846,-0.8213972093038988,-0.8821192085069625,1.2969479098229313
0,1,-0.40887608978616047,1.7003163036392581,-0.43536649883637246,0.3725159573087876,0.37921915419979874,0.5414603179756623
0,1,-0.6790399318913758,0.8000230725111861,-0.7203022730643024,0.763798423677651,0.6997150331211045,-0.49733512081433257
1,0,2.292762331266146,-0.8004982272720572,1.095464915643094,-1.1123508381422849,-0.9638388258269658,1.328426559483234
0,1,-0.5439580108387682,-1.100595970981414,-0.9773031674659647,0.763798423677651,0.4851308478794232,-0.9852541905490271
1,0,0.806861199687385,-1.7007914584001294,1.1848565310871506,-1.6240279095477215,-1.793706593375523,1.3913838588038399
0,0,-0.07117128715462219,-0.40036790232624636,-0.8096938885083588,0.6735024699002211,0.5021261324709401,1.61173440642596
0,1,-0.20625320820722984,1.0000882349840905,1.8385327190218133,-1.6240279095477215,-1.520808741674732,0.16371652205202783
1,0,-0.6114989713650527,-0.40036790232624636,-0.35156185935756956,0.7838641911837462,1.0365323747778765,1.8163456292179287
1,0,-0.13871224768090681,-0.8004982272720572,0.8328770452761782,-1.1424494894014279,-1.1465942870071117,0.4312850441646022
1,0,-0.6114989713650527,0.8000230725111861,0.4306147757779243,-0.8916273955752332,-0.9524680820060998,1.3756445339736885
1,0,-0.20625320820722984,0.9000556537476383,-1.1337384944930635,1.0346862850099408,0.7080255026790712,-1.0009935153791785
0,1,1.0094840812663157,-1.9008566208730355,0.11774412172372675,-0.359884556663701,-0.3128520437862599,0.10075922273142207
1,0,0.5366973575821697,-0.10027015861688783,0.9446165645812489,-1.0922850706361888,-1.0068324036977974,-1.4731732602837218
0,1,-0.6114989713650527,-0.3003353210897941,-0.2174744361914849,0.33238442229659587,0.4874424311911551,-1.5361305596043273
1,0,1.5498117654767847,-0.5004004835626986,1.2574872186354464,-1.012022000611807,-0.7088253292222045,0.856246814578691
1,0,-1.084285695049237,1.100120816220543,-0.2845181477745272,-0.2595557191332232,-0.423873553207607,-0.6075103946253926
1,0,-1.2193676161018447,-0.00023757738043557702,-0.5191711383151754,-0.1792926491088405,-0.46444324412403065,-0.7334249932666042
0,1,-0.2737941687335145,-0.40036790232624636,0.26859247278557197,-0.7411341392795164,-0.8075589484075043,0.6988535662771767
0,0,-0.07117128715462219,0.8000230725111861,-0.5359320662109359,0.031397909705162395,-0.17869598397381667,-1.6935238079058417
1,0,0.40161543652956216,-1.4006937146907725,-0.9661292155354576,0.773831307430699,0.5078442596104874,1.5487771071053542
1,0,0.06391063389802384,-1.600758877163677,-0.8655636481608942,1.0547520525160365,0.9717706075018309,-1.0954294643600873
1,0,-0.40887608978616047,-0.5004004835626986,1.782662959369278,-1.7544553983373428,-1.7808478262892093,-1.3472586616425102
0,1,1.6173527260030693,-0.2003027398533401,-0.7203022730643024,1.0346862850099408,1.0728158099988625,-1.1741260885108444
0,1,-1.48953145820706,0.9000556537476383,0.028352506279670307,0.031397909705162395,0.2202065548085734,0.6673749166168738
0,1,0.7393202391611005,-0.8004982272720572,-0.8879115520219082,1.1651137737995623,1.1007419824774347,1.2025119608420227
1,0,1.2121069628452463,1.100120816220543,-0.547106018141443,-0.1893255328618884,-0.49729205960653355,-1.1583867636806928
1,0,1.4822708049504616,-0.5004004835626986,-0.5135841623499219,0.753765539924603,0.8581380383882848,0.9192041138992968
1,0,0.6717792786347774,-0.2003027398533401,0.15685295348050143,-0.4903120454533219,-0.48753100133067856,-0.6862070187761498
1,0,0.7393202391611005,0.299860166328923,-0.32921395549655547,0.1116609797295451,0.08346751121460073,1.0765973622008111
1,0,1.347188883897854,-0.5004004835626986,0.7490724057973753,-1.012022000611807,-0.9754903287545208,-1.0324721650394815
